track_name,artists,danceability,energy,speechiness,valence,text
If I Fell,The Beatles,0.665,0.31,0.0278,0.568,If I fell in love with you Would you promise to be true And help me understand 'Cause I've been in love before And I found that love was more Than just holding hands If I give my heart to you I must be sure From the very start That you would love me more than her If I trust in you oh please Don't run and hide If I love you too oh please Don't hurt my pride like her 'Cause I couldn't stand the pain And I would be sad if our new love was in vain So I hope you see that I Would love to love you And that she will cry When she learns we are two If I fell in love with you 
Winter World Of Love,Engelbert Humperdinck,0.449,0.353,0.0292,0.298,"My love, the days are colder. So, let me take your hand And lead you through a snow white land. Oh, oh. Oh, oh. My love, the year is older. So, let me hold you tight And wile away this winter night. Oh, oh. I see the firelight in your eyes. Come kiss me now, before it dies. We'll find a winter world of love, 'Cause love is warmer in December. My darlin', stay here in my arms Till summer comes along And in our winter world of love, You see, we always will remember That as the snow lay on the ground, We found our winter world of love. Because the nights are longer, We'll have the time to say such tender things Before each day. Oh, oh. Oh, oh. And then, when love is stronger, Perhaps, you'll give your heart And promise that we'll never part, oh, no. And at the end of every year, I'll be so glad to have you near. We'll find a winter world of love, 'Cause love is warmer in December. My darlin', stay here in my arms Till summer comes along And in our winter world of love, You see, we always will remember That as the snow lay on the ground, We found our winter world of love. "
In The Misty Moonlight,Dean Martin,0.419,0.407,0.0337,0.534,In the misty moonlight By the flickering firelight Any place is all right Long as I'm with you In a far away land On a tropic sea sand If your hand's in my hand I won't be blue Way up on a mountain Way down in a valley I know I'll be happy Any place anywhere I don't care In the misty moonlight By the flickering firelight Any place is all right Long as you are there In the misty moonlight By the flickering firelight Any place is all right Long as I'm with you In a far away land On a tropic sea sand If your hand's in my hand I won't be blue Way up on a mountain Way down in a valley I know I'll be happy Any place anywhere I don't care In the misty moonlight By the flickering firelight Any place is all right Long as you are there In the misty moonlight By the flickering firelight Any place is all right Long as I'm with you In the misty moonlight By the flickering firelight 
Shake,Otis Redding,0.583,0.471,0.0692,0.796,"Shake! (Everybody say it!) Shake! (Early in the morning) Shake! (Late in the evening) Shake! (In the midnight hour) Shake! (When the time's going bad, now) Shake! Shake with the feeling! Shake with the feeling! Listen while I'm talkin' to you now Tell you what I'm gonna do now There's a new thing going around now I'll tell what to put down now You move your body all around And just shake That's the way you do it Shake, shake, shake it baby Shake it like a bowl of soup Let your body loop de loop Put your hands on your hip Come on and let your backbone slip Move your body like your hip And just shake! Shake early in the morning Shake early in the evening A ring-a-ling-a-ling Honey, shakin' is the greatest thing But if you really roll Gotta do the thing with soul! Shake shake with all your might now If you do it, do it right now Put your hands on your hip,yeah Come on and let your backbone slip Move your body like your hip And just shake (God have mercy now!) Early in the morning Early in the evening All night long, y'all! If you really want to roll Gotta do the thing with soul! Shake shake with all your might If you do it, do it right Let your body loop de lite Shake! Everybody say it, shake! One more time, shake! Everybody louder, shake! One more time, now, say shake! Everybody a bit louder, shake! "
All Cried Out,Dusty Springfield,0.483,0.713,0.026,0.66,"I stayed up crying all night (all night) I knew the end was in sight (in sight) And now you're walking out on me (on me) You're wondering where the little tears can be (can be) Well, baby I'm all cried out, I'm all cried out All my little tears are all dried out, oh yeah Now, that you say we're through I'm all cried out over you Last night I knew we were through (we're through) It hurt 'cause I still loved you (loved you) Went home and couldn't fall asleep (asleep) Cause sleep just won't come into eyes that weep (that weep) And that's why I'm all cried out, I'm all cried out All my little tears are all dried out, oh yeah Now that you say we're through I'm all cried out over you, oh yeah I'm all cried out I just can't cry no more, no, no No, no, no, no, oh All cried out And that's why I'm all cried out, yes I'm all cried out All my little tears are all dried out, oh yeah Now that you say we're through I'm all cried out over you Listen to me when I'm a-going to say I'm all cried out, yeah, over you Listen to me when I'm a-telling you I'm all cried out, yeah, over you Over you "
I Threw It All Away,Bob Dylan,0.476,0.194,0.0335,0.371,"I once held her in my arms, She said she would always stay. But I was cruel, I treated her like a fool, I threw it all away. Once I had mountains in the palm of my hand, And rivers that ran through ev'ry day. I must have been mad, I never knew what I had, Until I threw it all away. Love is all there is, it makes the world go 'round, Love and only love, it can't be denied. No matter what you think about it You just won't be able to do without it. Take a tip from one who's tried. So if you find someone that gives you all of her love, Take it to your heart, don't let it stray, For one thing that's certain, You will surely be a-hurtin', If you throw it all away. "
My Girl,The Temptations,0.572,0.418,0.0349,0.694,"I've got sunshine on a cloudy day When it's cold outside, I've got the month of May I guess you'd say What can make me feel this way? My girl, my girl, my girl Talkin' 'bout my girl My girl I've got so much honey, the bees envy me I've got a sweeter song than the birds in the trees Well, I guess you'd say What can make me feel this way? My girl, my girl, my girl Talkin' 'bout my girl My girl Ooh Hey, hey, hey Hey, hey, hey Yeah I don't need no money, fortune or fame I got all the riches baby, one man can claim Well, I guess you'd say What can make me feel this way? My girl, my girl, my girl Talkin' 'bout my girl My girl I've got sunshine on a cloudy day With my girl I've even got the month of may With my girl Talkin' 'bout, talkin' 'bout Talkin' 'bout my girl, my girl That's all I can talk about Is my girl "
True Grit,Glen Campbell,0.277,0.468,0.0353,0.534,"One day, little girl, the sadness will leave your face As soon as you've won the fight to get justice done Someday little girl you'll wonder what life's about But other's have known few battles are won alone So, you'll look around to find Someone who's kind, someone who is fearless like you The pain of it will ease a bit When you find a man with true grit One day you will rise and you won't believe your eyes You'll wake up and see A world that is fine and free Though summer seems far away You will find the sun one day "
In The Middle Of A Heartache,Wanda Jackson,0.482,0.273,0.0286,0.38,I'm in the middle of a heartache half out half in Not quite out of love with you not too much in love with him I'm in the middle of a heartache half way half blue Can't give all my love to him when I'm still in love with you Just when I think that I've forgotten you the mem'ry of your love grows dim That old pain starts again of wanting you more than I ever wanted him I'm in the middle of a haertache heart old heart new Can't give all my love to him when I'm still in love with you [AC. Guitar ] Just when I think... 
Never Too Much,Luther Vandross,0.716,0.623,0.115,0.768,"I can't fool myself I don't want nobody else to ever love me You are my shining star my guiding light my love fantasy There's not a minute, hour, day or night that I don't love you You're at the top of my list 'cause I'm always thinking of ya I still remember in the days when I was scared to touch you How I spent my day dreamin' plannin' how to say ""I love you"" You must have known that I had feelings deep enough to swim in That's when you opened up your heart and you told me to come in Oh my love, a thousand kisses from you Is never too much, I just don't wanna stop Oh my love, a million days in your arms Is never too much, I just don't wanna stop Never too much, never too much Never too much, never too much Woke up today, looked at your picture just to get me started I called you up but you weren't there and I was broken hearted Hung up the phone, can't be too late, the boss is so demandin' Opened the door up and to my surprise there you were standin' Who needs to go to work to hustle for another dollar? I'd rather be with you 'cause you make my heart scream and holler Love is a gamble and I'm so glad that I am winnin' We've come a long way and yet this is only the beginning Oh my love, a thousand kisses from you Is never too much, I just don't wanna stop Oh my love, a million days in your arms Is never too much, I just don't wanna stop Oh my love, a thousand kisses from you is never A thousand kisses from you A thousand kisses from you is never to much "
Come To Me,Otis Redding,0.464,0.233,0.0432,0.562,"Come to me for I'm lonely Come to me for I'm lonely, darling Come to me and be my girl For I love, love you so Come to me forget the past Think of life we have ahead, my my my my baby Come to me and be my girl For I love, love, love you so, oh now Day are getting so lonely, yeah now Life are getting so blue Time has come for you and I To get together and we'll make two, my my my my babe Come to me for I'm begging Come to me for I'm begging, darling Come to me and be my girl For I love, love, love you so, yeah Come on now baby Baby I'm down Said I'm down my knees, oh I need me someone, now Said I need some love Just to stand right by me, oh You know that these arms of mine They have been lonely Lonely so long But I know, but I know, I know what my heart needs I know just what my heart needs "
Go Down Old Hannah,Harry Belafonte,0.382,0.0432,0.039,0.29,"Lyrics: Oh, we call the sun ol' Hannah Blazing on my head Yes, we call the sun ol' Hannah And her hair is flamin' red. Why don't you go down, ol' Hannah Don't you rise no more If you come up in the mornin' Bring judgment sure Well I look at ol' Hannah She was turnin' red Well I look at my partner He was almost dead Said if you get lucky, Or make it on your own Please go down by Julie's Tell her I won't be long Kept sayin' I was a good man But they drove me down Yes, I was a good man, But they drove me down Well, it look like ev'rything Ev'rything I do Yes, it looks like ev'rything I do is wrong "
Words,The Monkees,0.545,0.543,0.0284,0.712,"Girl, don't you know every time I see you smiling, It hurts so bad, cause when I see you, I start crying, I've tried everything to stop, but there's no denying, That falling in love with you, girl, is just like dying. Oh, don't walk away, How, how can I make you stay? Don't turn away, I can still hear you saying those words that never were true, Just spoken to help nobody but you, Words with lies inside, But, small enough to hide till your playing was through. Girl, don't you know we could work it out with talking? You won't look around or slow down your walking, I've given you everything with kiss to seal it, You had to get your kicks out of trying to steal it. Now, I'm standing here, Strange, strange voices in my ears, I feel the tears, But, all I can hear are those words that never were true, Just spoken to help nobody but you, Words with lies inside, But, small enough to hide till your playing was through, ahh. Now, I'm standing here, Strange, strange voices in my ears, I feel the tears, But, all I can hear are those words that never were true, Just spoken to help nobody but you, Words with lies inside, But, small enough to hide till your playing was through. Words that never were true, Just spoken to help nobody but you, Words with lies inside, But, small enough to hide till your playing was through. Words that never were true, Just spoken to help nobody but you, Words with lies inside, But, small enough to hide till your playing was through. "
Take A Fool's Advice,Nat King Cole,0.281,0.338,0.0308,0.62,"(charles singleton) If you love her And she makes one mistake, Please don't leave her It would make your heart ache. Take a fool's advice, Don't pay the price I had to pay. If you need her But you're letting her go, Please don't do it You'll be sorry, I know. Take a fool's advice, Don't pay the price I had to pay. Truly, She's caused you to doubt her, Truly, She's broken the rules. But life's not worth living without her, So listen to the wisdom of a fool. Think it over And forgive her this time, I was foolish I lost the love that was mine. Take a fool's advice, Don't pay the price I had to pay. Take a fool's advice, Don't pay the price I had to pay. "
Tapioca Tundra,The Monkees,0.414,0.708,0.0466,0.718,"Reasoned verse some prose or rhyme Lose themselves in other times And waiting hopes cast silent spells That speak in clouded clues It cannot be a part of me For now it's part of you Sunshine, rag time, blowing in the breeze Midnight looks right standing more at ease Silhouettes and figures stay Close to what he had to say And one more time the faded dream Is saddened by the news It cannot be a part of me For not it's a part of you "
Can't Take My Eyes Off You,Frankie Valli,0.575,0.764,0.0746,0.536,"You're just too good to be true Can't take my eyes off you You'd be like heaven to touch I wanna hold you so much At long last love has arrived And I thank God I'm alive You're just too good to be true Can't take my eyes off you Pardon the way that I stare There's nothing else to compare The sight of you leaves me weak There are no words left to speak But if you feel like I feel Please let me know that is real You're just too good to be true I can't take my eyes off you I love you baby And if it's quite all right I need you baby To warm the lonely nights I love you baby Trust in me when I say Oh pretty baby Don't let me down I pray Oh pretty baby Now that I've found you stay And let me love you, baby Let me love you You're just too good to be true I can't take my eyes off you You'd be like heaven to touch I wanna hold you so much At long last love has arrived And I thank God I'm alive You're just too good to be true Can't take my eyes off You I love you baby And if it's quite all right I need you baby To warm the lonely nights I love you baby Trust in me when I say Oh pretty baby Don't let me down I pray Oh pretty baby Now that I've found you stay And let me love you, baby Let me love you You're just too good to be true "
Do What You Gotta Do,Nina Simone,0.311,0.463,0.0601,0.594,Jimmy Webb Do what you gotta do Come on back see me when you can Man I can understand how it might be Kinda hard to love a girl like me I don't blame you much for wanting to be free I just wanted you to know I've loved you better that your own kin did From the very start it's my own fault What happens to my heart You see I've always known you'd go So you just do what you gotta do My wild sweet love Though it may mean that I'll never kiss Those sweet lips again Pay that no mind Find that dappled dream of yours Come on back and see me when you can Now I know it'll make you feel sad And make you feel so bad They say you don't treat me me like you should They got ways to make you feels no good I guess they got no way to know I've had my eyes wide open from the start And man you never lied to me The part of you that they'll never see Is the part you've shown to me So you just do what you gotta do My wild sweet love Though it may mean that I'll never kiss Those sweet lips again Pay that no mind Find that dappled dream of yours Come on back and see me when you can 
Don't Fight It,Wilson Pickett,0.899,0.655,0.0317,0.927,"There you sit All by yo'self Everybody's dancin' They can't a-help themselves The mood is much too strong You can't a-hold out longer So get up Don't fight it (You got to feel it, feel it) You better get on up And get that groove You know what, baby? I like the way you move! Ya do the Thing Like you oughta be, alright So don't fight it Whoa, baby, yeah, yeah (Feel it, feel it) The way you, Jerk The way you do The Twine You're too much, baby I'd like to make you mine And after the dance I'm gonna take you home So don't fight it Baby, you've got to feel (Feel it, feel it) Don't fight it, oh, no (Feel it, feel it) You got to feel (Feel it, feel it) You can't fight it (Feel it, feel it) No. "
I've Got Dreams To Remember,Otis Redding,0.389,0.277,0.0279,0.402,"I've got dreams, dreams to remember I've got dreams, dreams to remember Honey I saw you there last night Another man's arms holding you tight Nobody knows what I feel inside All I know, I walked away and cried I've got dreams Dreams to remember (Listen to me) I've got dreams, rough dreams Dreams to remember I know you said he was just a friend But I saw him kiss you again and again These eyes of mine, they don't fool me Why did he hold you so tenderly? I've got dreams Dreams to remember (Listen honey) I've got dreams, rough dreams Dreams to remember I still want you to stay I still love you anyway I don't want you to ever leave Girl, you just satisfy me, ooo wee I know you said he was just a friend But I saw you kiss him again and again These eyes of mine, they don't fool me Why did he hold you so tenderly? I've got dreams Dreams to remember (Listen to me mama) I've got dreams, bad dreams, rough dreams oh To remember Don't make me suffer Don't let me I've got dreams, rough dreams Dreams, bad dreams Dreams, rough dreams To remember "
Born To Lose,Ray Charles,0.163,0.208,0.0353,0.282,"Born to lose, I've lived my life in vain Every dream has only brought me pain All my life I've always been so blue Born to lose and now I'm losing you Born to lose, it seems so hard to bear How I long to always have you near You've grown tired and now you say we're through Born to lose and now I'm losing you Born to lose, my every hope is gone It's so hard to face that empty dawn You were all the happiness I knew Born to lose and now I'm losing you There's no use to dream of happiness All I see is only loneliness All my life I've always been so blue Born to lose and now I'm losing you Born to lose and now I'm losing you "
Gentle On My Mind,Glen Campbell,0.597,0.415,0.0323,0.826,"It's knowin' that your door is always open And your path is free to walk That makes me tend to leave my sleepin' bag Rolled up and stashed behind your couch And it's knowin' I'm not shackled By forgotten words and bonds And the ink stains that have dried upon some line That keeps you in the back roads By the rivers of my memory That keeps you ever gentle on my mind It's not clingin' to the rocks and ivy Planted on their columns now that bind me Or something that somebody said because They thought we fit together walkin' It's just knowing that the world Will not be cursing or forgiving When I walk along some railroad track and find That you're movin' on the back roads By the rivers of my memory And for hours you're just gentle on my mind Though the wheat fields and the clothes lines And the junkyards and the highways come between us And some other woman's cryin' to her mother 'Cause she turned and I was gone I still might run in silence Tears of joy might stain my face And the summer sun might burn me till I'm blind But not to where I cannot see You walkin' on the back roads By the rivers flowin' gentle on my mind I dip my cup of soup back from a gurglin' cracklin' cauldron In some train yard My beard a roughening coal pile And a dirty hat pulled low across my face Through cupped hands 'round a tin can I pretend to hold you to my breast and find That you're waitin' from the back roads By the rivers of my memory Ever smilin', ever gentle on my mind "
Mr. Limousine Driver,Grand Funk Railroad,0.299,0.601,0.0304,0.487,"Mr. Limousine Driver Hey, Mr. limousine driver, Can I ask you a favor, please? Let her in my door and don't look back here no more, I know you can do it with ease. Although, we're on our way from the show, And you don't like to get off the track. Please, Mr. chauffeur, let's talk things over, 'Cause she says she loves me and that's a fact. Can you hear what I'm sayin', it's not like I'm prayin', You know, because you've done it before. So, why make me wait, please don't hesitate, Just get back here, and let her in my door. Hey, Mr. limousine driver, I know you know where it's at. Too late will be later, you just read your evening paper, And don't worry 'bout what's goin' on in back. Hey, Mr. limousine driver ... Hey, Mr. limousine driver ... "
"Turn Around, Look At Me",Glen Campbell,0.312,0.335,0.0298,0.17,"There is someone walking behind you, Turn around, look at me. There is someone watching your footsteps, Turn around, look at me There is someone who really needs you, Here's my heart in my hand. Turn around, (turn around), look at me, (look at me,) Understand,understand, That there's someone who'll stand beside you. Turn around, look at me. And there's someone who'll love and guide you. Turn around, look at me. I've waited, but I'll wait forever for you to come to me. Look at someone (look at someone) Who really loves you, yeah, really loves you. Turn around, look at me. "
Good Morning Starshine,Oliver,0.694,0.541,0.0288,0.862,Good morning starshine The earth says hello You twinkle above us We twinkle below Good morning starshine You lead us along My love and me as we sing Our early morning singing song Gliddy glub gloopy Nibby nabby noopy La la la lo lo Sabba sibby sabba Nooby abba nabba Le le lo lo Tooby ooby walla Nooby abba naba Early morning singing song Good morning starshine The earth says hello You twinkle above us We twinkle below Good morning starshine You lead us along My love and me as we sing Our early morning singing song Gliddy glub gloopy Nibby nabby noopy La la la lo lo Sabba sibby sabba Nooby abba nabba Le le lo lo Tooby ooby walla Nooby abba naba Early morning singing song Singing a song Humming a song Singing a song Loving a song Laughing a song Singing a song Sing the song Song song song sing Sing sing sing sing song Good morning starshine The universe rings With milky way music Our blue planet sings Good morning starshine And someday so strong They'll hear the song we sang Our early morning singing song 
Dear Heart,Andy Williams,0.145,0.242,0.03,0.0971,"Dear heart wish you were here to warm this night My dear heart, seems like a year since you've been out of my sight A single room, a table for one It's a lonesome town all right But soon I'll kiss you hello at our front door And dear heart I want you to know I'll leave your arms never more (A single room, a table for one) It's a lonesome town all right But soon I'll kiss you hello at our front door And dear heart I want you to know I'll leave your arms never more "
Imagine That,Patsy Cline,0.498,0.17,0.0306,0.364,"Imagine me still lovin' you After all you've put me through Well, I can't help it, I just do Imagine that, and that's not the half Imagine this, if you can I've stood more, more than I should stand But I'd still take you back again Imagine that, ain't that a laugh Can you believe I'd swallow my pride Well, yes, yes, I guess you can 'Cause you know you've always had my foolish heart Right in the palm of your hand So, for what it's worth to you It just don't matter what you might do 'Cause I'm still waitin' and lovin' you Imagine that, ain't that a laugh (Repeat last verse) "
I Want To Hold Your Hand,The Beatles,0.49,0.715,0.0476,0.866,"Oh yeah I tell you somethin' I think you'll understand When I say that somethin' I want to hold your hand I want to hold your hand I want to hold your hand Oh please say to me You'll let me be your man And please say to me You'll let me hold your hand Now, let me hold your hand I want to hold your hand And when I touch you I feel happy inside It's such a feelin' that my love I can't hide I can't hide I can't hide Yeah, you got that somethin' I think you'll understand When I say that somethin' I want to hold your hand I want to hold your hand I want to hold your hand And when I touch you I feel happy inside It's such a feelin' that my love I can't hide I can't hide I can't hide Yeah, you got that somethin' I think you'll understand When I feel that somethin' I want to hold your hand I want to hold your hand I want to hold your hand I want to hold your hand "
Hey Little One,Glen Campbell,0.598,0.524,0.0232,0.436,"Hey... little one So far from home And so alone Hey... little one I'm just li-ike you I'm lonely too The road of life is a long long roa-oad When you walk alo-o-o-one Then I found you And I found a lo-ove A love I've never know-ow-ow-own A love I've never know-own Hey... Hey, Hey, Hey - little one Don't go away Tell me you'll stay Hey... Hey, Hey, Hey - little one I'm just like you I'm so-o lo-onely too... "
Music To Watch Girls By,Andy Williams,0.429,0.602,0.0335,0.632,"The boys watch the girls while the girls watch the boys who watch the girls go by Eye to eye, they solemnly convene to make the scene Which is the name of the game, watch a guy watch a dame on any street in town Up and down and over and across, romance is boss Guys talk ""girl talk"", it happens everywhere Eyes watch girls walk with tender lovin' care It's keepin' track of the fact watching them watching back That makes the world go 'round ""What's that sound?"" each time you hear a loud collective sigh They're making music to watch girls by Guys talk ""girl talk"", it happens everywhere Eyes watch girls walk with tender lovin' care It's keepin' track of the fact watching them watching back That makes the world go 'round ""What's that sound?"" each time you hear a loud collective sigh They're making music to watch girls by The boys watch the girls while the girls watch the boys who watch the girls go by Eye to eye, they solemnly convene to make the scene La, la, la ,la "
Nowhere Man,The Beatles,0.534,0.624,0.0462,0.687,"He's a real nowhere man Sitting in his nowhere land Making all his nowhere plans for nobody Doesn't have a point of view Knows not where he's going to Isn't he a bit like you and me? Nowhere man please listen You don't know what you're missing Nowhere man, The world is at your command He's as blind as he can be Just sees what he wants to see Nowhere man, can you see me at all Nowhere man don't worry Take your time, don't hurry Leave it all till somebody else Lends you a hand Ah, la, la, la, la Doesn't have a point of view Knows not where he's going to Isn't he a bit like you and me? Nowhere man please listen You don't know what you're missing Nowhere man, The world is at your command Ah, la, la, la, la He's a real nowhere man Sitting in his nowhere land Making all his nowhere plans for nobody Making all his nowhere plans for nobody Making all his nowhere plans for nobody "
My Kind Of Girl,Matt Monro,0.616,0.185,0.0391,0.413,"She walks like an angel walks She talks like an angel talks And her hair has a kind of curl To my mind, she's my kind of girl She's wise like an angel's wise With eyes like an angel's eyes And a smile kind of like a pearl To my mind, she's my kind of girl Pretty little face That face just knocks me off my feet Pretty little feet She's really sweet enough to eat She looks like an angel looks She cooks like an angel cooks And my mind's in a kind of whirl To my mind, she's my kind of girl Pretty little face That face just knocks me off of my feet Pretty little feet She's really sweet enough to eat She looks like an angel looks She even cooks like an angel cooks And my mind's in a kind of whirl To my mind, she's my kind of girl And my heart's kind of full of joy 'Cause she told me, I'm her kind of boy "
The World Through A Tear,Neil Sedaka,0.446,0.547,0.0344,0.3,Grass is green Like I've never seen. Sky above was never so blue. Now here am I No one standing near. It's a lonely world Such a lonely world. The world through a tear From days gone by The world through a tear Too slow to dry The world through a tear. The tear I cry. Just last year We wandered here And dreamed a dream That never would die. Now only me Hopin' she'll appear It's a lonely world Such a lonely world The world through a tear From days gone by The world through a tear Too slow to dry The world through a tear The tear I cry. 
Get Rhythm,Johnny Cash,0.914,0.465,0.0618,0.932,"Hey, get rhythm when you get the blues C'mon get rhythm, when you get the blues Get a rock 'n roll feeling in your bones Put taps on your toes and get goin' Get rhythm, when you get the blues. Little shoeshine boy never get slowed down But he's got the dirtiest job in town Bendin' low at the peoples' feet On the windy corner of a dirty street Well, I asked him while he shined my shoes How'd he keep from gettin' the blues He grinned as he raised his little head Popped a shoeshine rag and then he said. Hey, get rhythm when you get the blues C'mon get rhythm, when you get the blues A jumpy rhythm makes you feel so fine It'll shake all the troubles from your worried mind, Get rhythm, when you get the blues. Get rhythm, when you get the blues C'mon get rhythm, when you get the blues Get a rock 'n roll feeling in your bones Put taps on your toes and get goin' Get rhythm, when you get the blues. Well, I sat down to listen to the shoeshine boy And I thought I was gonna jump with joy Slapped on the shoe polish left and right He took a shoeshine rag and he held it tight He stopped once to wipe the sweat away I said you're a mighty little boy to be-a workin' that way He said I like it with a big wide grin Kept on a poppin' and he said again Get rhythm, when you get the blues C'mon get rhythm, when you get the blues It only cost a dime, just a nickel a shoe It does a million dollars worth of good for you Get rhythm, when you get the blues "
I Don't Want To See Tomorrow,Nat King Cole,0.32,0.221,0.0332,0.358,"(I don't want to see tomorrow, unless I see it with you.) Tomorrow, so they say Will be a lovely day, A bright new sun will suddenly break through, But I don't want to see tomorrow, Unless I see it with you. Tomorrow, so I hear The clouds will disappear, The door to happiness will open wide. But I don't want to see tomorrow, Unless you're there by my side. Don't want to walk alone, Don't want to dream alone, Just want you close to my heart. For if your love is gone, How can I face the dawn of Sunday, or Monday? I just can't face one day... Until you say you're mine, Oh, darling, please be mine And make each bright tomorrow young and new. But I don't want to face tomorrow Unless I see it with you. (Tomorrow, so I hear The clouds will disappear, The door to happiness will open wide.) But I don't want to see tomorrow, Unless I see it with you. "
At Last,Etta James,0.273,0.347,0.0292,0.328,"At last my love has come along My lonely days are over And life is like a song Ohh yeah yeah At last The skies above are blue My heart was wrapped up in clover The night I looked at you I found a dream, that I could speak to A dream that I can call my own I found a thrill to press my cheek to A thrill that I have never known Ohh yeah yeah You smile, you smile Oh and then the spell was cast And here we are in heaven For you are mine at last "
I Started A Joke,Bee Gees,0.31,0.464,0.0275,0.431,I started a joke which started the whole world crying But I didn't see that the joke was on me oh no I started to cry which started the whole world laughing Oh If I'd only seen that the joke was on me I looked at the skies running my hands over my eyes And I fell out of bed hurting my head from things that I said 'Till I finally died which started the whole world living Oh If I'd only seen that the joke was on me I looked at the skies running my hands over my eyes And I fell out of bed hurting my head from things that I said 'Till I finally died which started the whole world living Oh If I'd only seen that the joke was on me Oh no that the joke was on me 
Everybody Loves Somebody,Dean Martin,0.26,0.49,0.0415,0.399,"Everybody loves somebody sometime Everybody falls in love somehow Something in your kiss just told me That sometime is now Everybody finds somebody someplace There's no telling where love may appear Something in my heart keeps saying My someplace is here If I had it in my power I'd arrange for every girl to have you charms Then every minute, every hour Everybody would find what I found in your arms Everybody loves somebody sometime And though my dreams were overdue Your love made it all worth waiting For someone like you If I had it in my power I'd arrange for every girl to have you charms Then every minute, every hour Everybody would find what I found in your arms Everybody loves somebody sometime And though my dreams were overdue Your love made it all worth waiting For someone like you "
Next Door To An Angel,Neil Sedaka,0.776,0.864,0.0558,0.963,I'm living right next door to an angel And I just found out today I'm living right next door to an angel And she only lives a house away She used to be a skinny little girl But all of a sudden she's out of this world I'm living right next door to an angel And I'm gonna make that angel mine Since I saw her this morning I'm on cloud number nine There's a garden of Eden At the house next door to mine I took a look and oh what a shock To find a little bit of heaven Right here on the block I'm living right next door to an angel And I'm gonna make that angel mine I can't believe that this is the girl next door Her funny little face isn't funny no more Sixteen and oh what a dream Ain't it strange how she changed Into such a lovely angel Saw her walkin' down main street And I couldn't believe my eyes It used to be such a plain street But now it's paradise I feel so happy I'm feelin' so good I'm the luckiest devil in the neighbourhood I'm living right next door to an angel And I'm gonna make that angel mine 
Bad Moon Rising,Creedence Clearwater Revival,0.508,0.774,0.0321,0.942,"I see a bad moon rising. I see trouble on the way. I see earthquakes and lightnin'. I see bad times today. Don't go around tonight, Well it's bound to take your life, There's a bad moon on the rise. I hear hurricanes a blowing. I know the end is coming soon. I fear rivers over flowing. I hear the voice of rage and ruin. Well don't go around tonight, Well it's bound to take your life, There's a bad moon on the rise. Hope you got your things together. Hope you are quite prepared to die. Looks like we're in for nasty weather. One eye is taken for an eye. Well don't go around tonight, Well it's bound to take your life, There's a bad moon on the rise. Don't come around tonight, Well it's bound to take your life, There's a bad moon on the rise. "
Go Cry On Somebody Else's Shoulder,Frank Zappa,0.464,0.374,0.0319,0.575,"Ray collins (lead vocals, harmonica, tambourine, finger cymbals, bobby pin, tweezers) Jimmy carl black (drums) Roy estrada (bass, guitarron, boy soprano) Elliot ingber (lead guitar, rhythm guitar) A year ago today Was when you went away But now you come back knockin' on my door And you say you're back to stay, But I say... Go cry On somebody else's shoulder I'm somewhat wiser now And one whole year older I sure don't need you now And I don't love you Anymore You cheated me baby, And told some dirty lies about me Fooled around with all those other guys That's why I had to set you free I sure don't need you now And I don't love you Anymore A year ago today You went away And now you come back crying Crying, crying: please, let me in But I don't need you No I don't love you anymore So go lean on...go cry on Somebody else's door Go cry On somebody else's shoulder I'm somewhat wiser now And one whole year older I sure don't need you now And I don't love you Anymore (oh, my darling!) (spoken:) Go ahead and cry Go ahead and let the tears fall outa your eye Let 'em fall on your dress Who cares if it makes a mess? I gave you my high school ring At the root beer stand We had a teen-age love baby I thought it was sharp It was really so grand...but You cheated me baby And told some dirty lies about me Fooled around with all those other guys That's why I had to get my khakis pressed I sure don't need you now And I don't love you Anymore (spoken:) Baby, I love you so much, darling Why don't you dig me? I dig you But you don't dig me I don't understand what it is I had my car re-upholstered I got my hair processed I got a nice pompadour job on it I bought a new pair of shoes I got some new khakis and I met you And we went out to get a coca-cola... "
My Dearest Darling,Etta James,0.542,0.345,0.027,0.539,"All I need Is someone like you My dearest darling Please love me to Within my heart I pray your answer's yes I'll make your life Full of happiness I'll be there by your side Oh,I pledge my love to you With God as our guide Unh, my dearest darling I offer you my heart Oh, yeah whenever you need me I'll, I'll be there by your side Oh I pledge my love to you With God as our guide Oh nothing, nothing, nothing in this world Can keep us apart Unh, my dearest darling I offer you my heart Oh, yeah whenever you need me I'll, I'll be there by your side Oh I pledge my love to you With God as our guide Oh nothing, nothing, nothing in this world Can keep us apart Unh, my dearest darling I offer you my heart Unh, my dearest darling "
